coul,exch,kin,solvent,nuc_att_glob,nuc_att_loc,nuc_att,xc,el,struct,tot,charge_atom
7.929335768568762,-5.450103139100117,38.09455819553903,0.0,-31.50714056236089,-31.59629169131273,0.0,0.0,-22.52964142866594,-14.357722532850971,-36.88736396151691,0.08052230540567695
7.906226575450635,-5.439410907295706,37.69697885199273,0.0,-31.507140562376826,-31.417989433424985,0.0,0.0,-22.76133547565415,-14.357722532850971,-37.11905800850512,0.08052230538338279
