coul,exch,kin,solvent,nuc_att_glob,nuc_att_loc,nuc_att,xc,el,struct,tot,charge_atom
7.929714853793395,-5.450166985189076,38.09706807269825,0.0,-31.50714056236089,-31.598300215023276,0.0,0.0,-22.528824836081593,-14.357722532850971,-36.88654736893257,0.08052230540377447
7.905847490226003,-5.439347061206746,37.6944689748335,0.0,-31.507140562376826,-31.415980909714442,0.0,0.0,-22.762152068238514,-14.357722532850971,-37.119874601089485,0.08052230538528171
