coul,exch,kin,solvent,nuc_att_glob,nuc_att_loc,nuc_att,xc,el,struct,tot,charge_atom
7.917781172003793,-5.4447570231959626,37.89576852375667,0.0,-31.507140562359613,-31.50714056236493,0.0,0.0,-22.64548845216004,-14.357722532850971,-37.00321098501101,0.080522305405764
7.917781172015603,-5.444757023199859,37.89576852377506,0.0,-31.5071405623781,-31.50714056237279,0.0,0.0,-22.645488452160084,-14.357722532850971,-37.00321098501105,0.08052230538331084
